qblock_id,reads,k,seed,best_milli,median_milli,target_milli,winner_milli,reads_below_target,valid,beats_winner,wall_s,error
1000063,64,0,14059155830716752030,-14396000,-14356000,-14625068,0,0,0,1,2.062,
1000064,64,0,14021834811146217114,-14394000,-14346000,-14625068,0,0,0,1,2.413,
1000065,64,0,15033120300886083144,-14382000,-14350000,-14625068,0,0,0,1,2.451,
1000066,64,0,5005339028024228170,-14346000,-14314000,-14625068,0,0,0,1,2.345,
1000067,64,0,11202505324766774861,-14394000,-14346000,-14625068,0,0,0,1,2.34,
1000068,64,0,6379227456741307196,-14464000,-14426000,-14625068,0,0,0,1,2.305,
1000069,64,0,12576627720155150206,-14480000,-14426000,-14625068,0,0,0,1,2.319,
1000070,64,0,5961259987316833933,-14382000,-14332000,-14625068,0,0,0,1,2.259,
1000071,64,0,15509737424272918929,-14362000,-14314000,-14625068,0,0,0,1,2.253,
1000072,64,0,4741493966909671866,-14362000,-14318000,-14625068,0,0,0,1,2.332,
1000073,64,0,11249374557164041561,-14328000,-14288000,-14625068,0,0,0,1,2.353,
1000074,64,0,7528130126068465618,-14348000,-14292000,-14625068,0,0,0,1,2.338,
1000075,64,0,14147635624325980939,-14426000,-14386000,-14625068,0,0,0,1,2.407,
1000076,64,0,11683118609406898815,-14426000,-14378000,-14625068,0,0,0,1,2.289,
1000077,64,0,4762647110216516942,-14370000,-14322000,-14625068,0,0,0,1,2.218,
1000078,64,0,9625862546508517318,-14372000,-14330000,-14625068,0,0,0,1,2.234,
1000079,64,0,2576839230318778568,-14330000,-14270000,-14625068,0,0,0,1,2.29,
1000080,64,0,10125653430439482841,-14390000,-14352000,-14625068,0,0,0,1,2.284,
1000081,64,0,14941856718874828381,-14348000,-14324000,-14625068,0,0,0,1,2.435,
1000082,64,0,10589125697353016248,-14470000,-14422000,-14625068,0,0,0,1,2.259,
1000083,64,0,10454335088047169474,-14396000,-14360000,-14625068,0,0,0,1,2.385,
1000084,64,0,3629691173457306557,-14402000,-14368000,-14625068,0,0,0,1,2.39,
1000085,64,0,17433535475118017514,-14346000,-14314000,-14625068,0,0,0,1,2.313,
1000086,64,0,7519292372592683072,-14470000,-14434000,-14625068,0,0,0,1,2.249,
1000087,64,0,11095890242120886074,-14368000,-14338000,-14625068,0,0,0,1,2.25,
1000088,64,0,12930406082329687673,-14430000,-14380000,-14625068,0,0,0,1,2.484,
1000089,64,0,15857553851244079712,-14372000,-14342000,-14625068,0,0,0,1,2.434,
1000090,64,0,6904252181053433794,-14432000,-14394000,-14625068,0,0,0,1,2.229,
1000091,64,0,17752752170758561533,-14322000,-14284000,-14625068,0,0,0,1,2.242,
1000092,64,0,17096925989598071652,-14372000,-14314000,-14625068,0,0,0,1,2.33,
1000093,64,0,7937147703757451501,-14420000,-14386000,-14625068,0,0,0,1,2.318,
1000094,64,0,2597132391469421966,-14338000,-14288000,-14625068,0,0,0,1,2.387,
1000095,64,0,5533564107149258845,-14446000,-14398000,-14625068,0,0,0,1,2.268,
1000096,64,0,14876049958249783042,-14392000,-14360000,-14625068,0,0,0,1,2.347,
1000097,64,0,12087606171931202217,-14404000,-14350000,-14625068,0,0,0,1,2.394,
1000098,64,0,13622332376124087360,-14428000,-14378000,-14625068,0,0,0,1,2.36,
1000099,64,0,17752194377207555767,-14354000,-14320000,-14625068,0,0,0,1,2.287,
1000100,64,0,14390242363949159405,-14328000,-14290000,-14625068,0,0,0,1,2.328,
1000101,64,0,14996356757343235454,-14430000,-14384000,-14625068,0,0,0,1,2.382,
1000102,64,0,4188873351953986185,-14452000,-14406000,-14625068,0,0,0,1,2.253,
1000103,64,0,5122982139485528689,-14344000,-14304000,-14625068,0,0,0,1,2.336,
1000104,64,0,16135353347323995101,-14422000,-14374000,-14625068,0,0,0,1,2.61,
1000105,64,0,14101050632705361295,-14390000,-14352000,-14625068,0,0,0,1,2.669,
1000106,64,0,14013014258615533890,-14332000,-14284000,-14625068,0,0,0,1,2.532,
1000107,64,0,15303636706306608942,-14334000,-14296000,-14625068,0,0,0,1,2.271,
1000108,64,0,7629335496406640886,-14312000,-14260000,-14625068,0,0,0,1,2.228,
1000109,64,0,508435023920009912,-14386000,-14342000,-14625068,0,0,0,1,2.228,
1000110,64,0,16140451773575789987,-14410000,-14364000,-14625068,0,0,0,1,2.353,
1000111,64,0,10791882553012534309,-14366000,-14328000,-14625068,0,0,0,1,2.249,
1000112,64,0,15561722809816578172,-14466000,-14422000,-14625068,0,0,0,1,2.34,
1000113,64,0,858903866074317794,-14336000,-14310000,-14625068,0,0,0,1,2.794,
1000114,64,0,14190516808450225133,-14494000,-14460000,-14625068,0,0,0,1,2.346,
1000115,64,0,1645983388094449016,-14364000,-14334000,-14625068,0,0,0,1,2.263,
1000116,64,0,8502458123335357230,-14394000,-14360000,-14625068,0,0,0,1,2.372,
1000117,64,0,17261135481685222341,-14388000,-14340000,-14625068,0,0,0,1,2.293,
1000118,64,0,8130252574223688298,-14400000,-14346000,-14625068,0,0,0,1,2.247,
1000119,64,0,9088970168525255123,-14404000,-14364000,-14625068,0,0,0,1,2.242,
1000120,64,0,2570258656652176632,-14406000,-14366000,-14625068,0,0,0,1,2.392,
1000121,64,0,9192351456470356137,-14396000,-14352000,-14625068,0,0,0,1,2.239,
1000122,64,0,16058427539595057521,-14384000,-14334000,-14625068,0,0,0,1,2.339,
1000123,64,0,17562451279009303780,-14400000,-14340000,-14625068,0,0,0,1,2.333,
1000124,64,0,5064433882884431138,-14412000,-14380000,-14625068,0,0,0,1,2.331,
1000125,64,0,17245363619725446788,-14358000,-14314000,-14625068,0,0,0,1,2.222,
1000126,64,0,14320451026934220445,-14358000,-14320000,-14625068,0,0,0,1,2.214,
1000127,64,0,11124804207118329055,-14300000,-14260000,-14625068,0,0,0,1,2.078,
1000128,64,0,18402558384893033843,-14510000,-14462000,-14625068,0,0,0,1,2.408,
1000129,64,0,4445500984689030209,-14386000,-14338000,-14625068,0,0,0,1,2.384,
1000130,64,0,6069082627696808391,-14470000,-14416000,-14625068,0,0,0,1,2.343,
1000131,64,0,11627927701500942568,-14348000,-14318000,-14625068,0,0,0,1,2.238,
1000132,64,0,5788807208144871264,-14334000,-14290000,-14625068,0,0,0,1,2.278,
1000133,64,0,7850421891529381944,-14430000,-14386000,-14625068,0,0,0,1,2.391,
1000134,64,0,3057449811406159681,-14440000,-14394000,-14625068,0,0,0,1,2.288,
1000135,64,0,14413214049056996301,-14378000,-14334000,-14625068,0,0,0,1,2.274,
1000136,64,0,1065938440688732687,-14382000,-14336000,-14625068,0,0,0,1,2.359,
1000137,64,0,13474088538345228166,-14336000,-14302000,-14625068,0,0,0,1,2.372,
1000138,64,0,13794747109990586793,-14418000,-14372000,-14625068,0,0,0,1,2.252,
1000139,64,0,6408256966178261969,-14514000,-14464000,-14625068,0,0,0,1,2.427,
1000140,64,0,4419980885917941761,-14386000,-14356000,-14625068,0,0,0,1,2.351,
1000141,64,0,7562554034814123880,-14346000,-14306000,-14625068,0,0,0,1,2.295,
1000142,64,0,267295056483859626,-14368000,-14316000,-14625068,0,0,0,1,2.239,
1000143,64,0,434765610473689827,-14332000,-14282000,-14625068,0,0,0,1,2.22,
1000144,64,0,2861767167118844678,-14454000,-14408000,-14625068,0,0,0,1,2.402,
1000145,64,0,52069281313004618,-14418000,-14378000,-14625068,0,0,0,1,2.476,
1000146,64,0,1874950845308497556,-14450000,-14396000,-14625068,0,0,0,1,2.365,
1000147,64,0,3655216908444746377,-14392000,-14352000,-14625068,0,0,0,1,2.333,
1000148,64,0,17436865040821565491,-14414000,-14370000,-14625068,0,0,0,1,2.31,
1000149,64,0,10405145098794196121,-14344000,-14296000,-14625068,0,0,0,1,2.276,
1000150,64,0,11599158734728261076,-14384000,-14356000,-14625068,0,0,0,1,2.325,
1000151,64,0,6375571919329088987,-14380000,-14344000,-14625068,0,0,0,1,2.353,
1000152,64,0,5279005240763116010,-14400000,-14360000,-14625068,0,0,0,1,2.392,
1000153,64,0,3212958159068481448,-14394000,-14346000,-14625068,0,0,0,1,2.349,
1000154,64,0,12227784066319147533,-14302000,-14256000,-14625068,0,0,0,1,2.665,
1000155,64,0,8627150206418527721,-14400000,-14348000,-14625068,0,0,0,1,2.438,
1000156,64,0,13741121052620439369,-14364000,-14324000,-14625068,0,0,0,1,2.364,
1000157,64,0,7560406928076011139,-14466000,-14418000,-14625068,0,0,0,1,2.229,
1000158,64,0,13417949602348526305,-14396000,-14342000,-14625068,0,0,0,1,2.272,
1000159,64,0,3064727338298919944,-14380000,-14330000,-14625068,0,0,0,1,2.36,
1000160,64,0,394441137964997545,-14450000,-14402000,-14625068,0,0,0,1,2.31,
1000161,64,0,8066578436370901313,-14380000,-14334000,-14625068,0,0,0,1,2.317,
1000162,64,0,11126123293572447318,-14332000,-14294000,-14625068,0,0,0,1,2.338,
1000163,64,0,1961804040223490724,-14324000,-14284000,-14625068,0,0,0,1,2.248,
1000164,64,0,16498986980309423475,-14400000,-14344000,-14625068,0,0,0,1,2.406,
1000165,64,0,2448651322022603368,-14470000,-14422000,-14625068,0,0,0,1,2.248,
1000166,64,0,8691008149262962767,-14274000,-14228000,-14625068,0,0,0,1,2.264,
1000167,64,0,2412036727093293471,-14484000,-14444000,-14625068,0,0,0,1,2.054,
1000168,64,0,16431624009332986476,-14382000,-14332000,-14625068,0,0,0,1,2.336,
1000169,64,0,15913110880458831588,-14340000,-14306000,-14625068,0,0,0,1,2.412,
1000170,64,0,18252803953714115845,-14338000,-14306000,-14625068,0,0,0,1,2.427,
1000171,64,0,17622827619367177616,-14330000,-14288000,-14625068,0,0,0,1,2.423,
1000172,64,0,4951688834204254739,-14368000,-14334000,-14625068,0,0,0,1,2.315,
1000173,64,0,18312522630163188154,-14324000,-14276000,-14625068,0,0,0,1,2.293,
1000174,64,0,2404516979715067723,-14350000,-14296000,-14625068,0,0,0,1,2.409,
1000175,64,0,16154577952387414528,-14370000,-14318000,-14625068,0,0,0,1,2.302,
1000176,64,0,8409459578354884067,-14442000,-14392000,-14625068,0,0,0,1,2.406,
1000177,64,0,15626510262457193588,-14450000,-14396000,-14625068,0,0,0,1,2.468,
1000178,64,0,10948231655771529264,-14414000,-14374000,-14625068,0,0,0,1,2.378,
1000179,64,0,13060858493841745568,-14362000,-14334000,-14625068,0,0,0,1,2.368,
1000180,64,0,16077458961957063453,-14510000,-14474000,-14625068,0,0,0,1,2.386,
1000181,64,0,17703228298651376857,-14402000,-14344000,-14625068,0,0,0,1,2.286,
1000182,64,0,13683527419578640091,-14318000,-14286000,-14625068,0,0,0,1,2.349,
1000183,64,0,10381597862277763457,-14388000,-14348000,-14625068,0,0,0,1,2.262,
1000184,64,0,14490310893053318229,-14476000,-14434000,-14625068,0,0,0,1,2.407,
1000185,64,0,17937025653264550123,-14438000,-14390000,-14625068,0,0,0,1,2.309,
1000186,64,0,8835455431873588652,-14400000,-14376000,-14625068,0,0,0,1,2.392,
1000187,64,0,15008332334980644661,-14370000,-14326000,-14625068,0,0,0,1,2.252,
1000188,64,0,5771302197463322341,-14386000,-14348000,-14625068,0,0,0,1,2.383,
1000189,64,0,16330220044573643646,-14362000,-14312000,-14625068,0,0,0,1,2.338,
1000190,64,0,8889472820269804942,-14400000,-14364000,-14625068,0,0,0,1,2.263,
1000191,64,0,4402083734817731279,-14352000,-14306000,-14625068,0,0,0,1,2.231,
1000192,64,0,6053928548168214256,-14410000,-14374000,-14625068,0,0,0,1,2.444,
1000193,64,0,14391465466207355228,-14376000,-14324000,-14625068,0,0,0,1,2.401,
1000194,64,0,11135223346984509905,-14358000,-14300000,-14625068,0,0,0,1,2.401,
1000195,64,0,18402478206154183755,-14376000,-14332000,-14625068,0,0,0,1,2.369,
1000196,64,0,11852021898206845663,-14404000,-14354000,-14625068,0,0,0,1,2.276,
1000197,64,0,11000619278877515880,-14440000,-14398000,-14625068,0,0,0,1,2.271,
1000198,64,0,13452104669315159876,-14374000,-14328000,-14625068,0,0,0,1,2.314,
1000199,64,0,10223083640308405477,-14364000,-14316000,-14625068,0,0,0,1,2.262,
1000200,64,0,9529734098114556478,-14414000,-14368000,-14625068,0,0,0,1,2.395,
1000201,64,0,12566982843689124455,-14406000,-14368000,-14625068,0,0,0,1,2.245,
1000202,64,0,1819395637264250394,-14416000,-14374000,-14625068,0,0,0,1,2.405,
1000203,64,0,2288848579418996567,-14380000,-14334000,-14625068,0,0,0,1,2.282,
1000204,64,0,2877255445709874584,-14348000,-14316000,-14625068,0,0,0,1,2.327,
1000205,64,0,3564384497852870063,-14402000,-14360000,-14625068,0,0,0,1,2.424,
1000206,64,0,15545141457736435633,-14384000,-14348000,-14625068,0,0,0,1,2.359,
1000207,64,0,4511772376717752608,-14418000,-14362000,-14625068,0,0,0,1,2.286,
1000208,64,0,17567191877009314620,-14520000,-14466000,-14625068,0,0,0,1,2.375,
1000209,64,0,2561109576911956191,-14408000,-14376000,-14625068,0,0,0,1,2.346,
1000210,64,0,5640125767740370302,-14394000,-14368000,-14625068,0,0,0,1,2.348,
1000211,64,0,3207090840406380780,-14402000,-14366000,-14625068,0,0,0,1,2.378,
1000212,64,0,16211995521382178578,-14320000,-14280000,-14625068,0,0,0,1,2.485,
1000213,64,0,3267989484754200315,-14338000,-14290000,-14625068,0,0,0,1,2.272,
1000214,64,0,3629199950010270289,-14324000,-14276000,-14625068,0,0,0,1,2.294,
1000215,64,0,12608875506894819299,-14428000,-14388000,-14625068,0,0,0,1,2.201,
1000216,64,0,18437713481922578464,-14424000,-14402000,-14625068,0,0,0,1,2.333,
1000217,64,0,8680119145935452776,-14396000,-14360000,-14625068,0,0,0,1,2.369,
1000218,64,0,12500281163066531340,-14428000,-14382000,-14625068,0,0,0,1,2.468,
1000219,64,0,4324250545565650129,-14272000,-14244000,-14625068,0,0,0,1,2.298,
1000220,64,0,5863052467552647611,-14322000,-14264000,-14625068,0,0,0,1,2.338,
1000221,64,0,10517299258285908976,-14438000,-14392000,-14625068,0,0,0,1,2.269,
1000222,64,0,15236250098106718863,-14334000,-14304000,-14625068,0,0,0,1,2.317,
1000223,64,0,7581239523291467528,-14388000,-14346000,-14625068,0,0,0,1,2.295,
1000224,64,0,10428246207127016185,-14338000,-14288000,-14625068,0,0,0,1,2.485,
1000225,64,0,5692099556669599954,-14406000,-14362000,-14625068,0,0,0,1,2.374,
1000226,64,0,15555091688333203402,-14356000,-14312000,-14625068,0,0,0,1,2.37,
1000227,64,0,556712137385613881,-14340000,-14286000,-14625068,0,0,0,1,2.266,
1000228,64,0,10975629296961597644,-14472000,-14420000,-14625068,0,0,0,1,2.415,
1000229,64,0,7424773003335616336,-14460000,-14418000,-14625068,0,0,0,1,2.325,
1000230,64,0,11485025791383219814,-14432000,-14392000,-14625068,0,0,0,1,2.31,
1000231,64,0,10176927413918026453,-14378000,-14342000,-14625068,0,0,0,1,2.307,
1000232,64,0,12926023426571576579,-14372000,-14324000,-14625068,0,0,0,1,2.507,
1000233,64,0,4948681257676293499,-14422000,-14390000,-14625068,0,0,0,1,2.452,
1000234,64,0,16647591756502382609,-14522000,-14478000,-14625068,0,0,0,1,2.242,
1000235,64,0,10473280573988027471,-14286000,-14240000,-14625068,0,0,0,1,2.297,
1000236,64,0,11610182665634575780,-14340000,-14300000,-14625068,0,0,0,1,2.274,
1000237,64,0,11081167188059269279,-14408000,-14368000,-14625068,0,0,0,1,2.425,
1000238,64,0,16892814953538134094,-14438000,-14398000,-14625068,0,0,0,1,2.358,
1000239,64,0,13942985745867159305,-14426000,-14382000,-14625068,0,0,0,1,2.278,
1000240,64,0,6094423964534632204,-14364000,-14326000,-14625068,0,0,0,1,2.218,
1000241,64,0,11077698096609125544,-14544000,-14514000,-14625068,0,0,0,1,2.853,
1000242,64,0,6921303293589749174,-14322000,-14264000,-14625068,0,0,0,1,2.338,
1000243,64,0,9332328238666777361,-14374000,-14336000,-14625068,0,0,0,1,2.367,
1000244,64,0,10421653718083621833,-14450000,-14418000,-14625068,0,0,0,1,2.336,
1000245,64,0,12691579351014179860,-14414000,-14370000,-14625068,0,0,0,1,2.314,
1000246,64,0,5385994475304817745,-14368000,-14322000,-14625068,0,0,0,1,2.37,
1000247,64,0,144306748497353751,-14354000,-14316000,-14625068,0,0,0,1,2.345,
1000248,64,0,2624160368808951885,-14432000,-14388000,-14625068,0,0,0,1,2.277,
1000249,64,0,4885475851530114352,-14412000,-14378000,-14625068,0,0,0,1,2.401,
1000250,64,0,14853441352167187835,-14388000,-14346000,-14625068,0,0,0,1,2.426,
1000251,64,0,2531767083744931664,-14418000,-14374000,-14625068,0,0,0,1,2.38,
1000252,64,0,16738320588840563130,-14342000,-14306000,-14625068,0,0,0,1,2.384,
1000253,64,0,2054063594025739008,-14410000,-14360000,-14625068,0,0,0,1,2.259,
1000254,64,0,4168660203955732584,-14392000,-14346000,-14625068,0,0,0,1,2.38,
1000255,64,0,1284423209467990956,-14342000,-14310000,-14625068,0,0,0,1,2.279,
1000256,64,0,2212125682980518140,-14414000,-14376000,-14625068,0,0,0,1,2.258,
1000257,64,0,7337722728204310409,-14326000,-14280000,-14625068,0,0,0,1,2.388,
1000258,64,0,4209321472480833100,-14438000,-14402000,-14625068,0,0,0,1,2.353,
1000259,64,0,444748353436574821,-14334000,-14282000,-14625068,0,0,0,1,2.36,
1000260,64,0,13599484643329728753,-14350000,-14314000,-14625068,0,0,0,1,2.347,
1000261,64,0,7923810426929981458,-14308000,-14270000,-14625068,0,0,0,1,2.267,
1000262,64,0,7514602030926790570,-14366000,-14336000,-14625068,0,0,0,1,2.458,
1000263,64,0,15495580822476296816,-14368000,-14332000,-14625068,0,0,0,1,2.324,
1000264,64,0,5389233143676491278,-14424000,-14402000,-14625068,0,0,0,1,2.436,
1000265,64,0,6281931938855438736,-14402000,-14352000,-14625068,0,0,0,1,2.302,
1000266,64,0,2781529346904116036,-14386000,-14344000,-14625068,0,0,0,1,2.356,
1000267,64,0,3699220664558197385,-14426000,-14382000,-14625068,0,0,0,1,2.368,
1000268,64,0,5374257385352841145,-14262000,-14224000,-14625068,0,0,0,1,2.313,
1000269,64,0,3947271707240887130,-14372000,-14330000,-14625068,0,0,0,1,2.383,
1000270,64,0,8272396433865099205,-14346000,-14300000,-14625068,0,0,0,1,2.352,
1000271,64,0,9908517324392874486,-14386000,-14350000,-14625068,0,0,0,1,2.234,
1000272,64,0,6331147193587078633,-14372000,-14314000,-14625068,0,0,0,1,2.39,
1000273,64,0,11353957826748892824,-14420000,-14374000,-14625068,0,0,0,1,2.396,
1000274,64,0,15743632827375603670,-14416000,-14386000,-14625068,0,0,0,1,2.38,
1000275,64,0,14465287167123872352,-14470000,-14430000,-14625068,0,0,0,1,2.346,
1000276,64,0,16323459665156508005,-14346000,-14304000,-14625068,0,0,0,1,2.325,
1000277,64,0,5325302422276628803,-14320000,-14278000,-14625068,0,0,0,1,2.312,
1000278,64,0,15260724040505984373,-14442000,-14408000,-14625068,0,0,0,1,2.34,
1000279,64,0,12030651455100865376,-14516000,-14472000,-14625068,0,0,0,1,2.374,
1000280,64,0,4626406327174825457,-14392000,-14344000,-14625068,0,0,0,1,2.419,
1000281,64,0,12549268460667999646,-14396000,-14362000,-14625068,0,0,0,1,2.43,
1000282,64,0,10282837577263198162,-14440000,-14392000,-14625068,0,0,0,1,2.316,
1000283,64,0,11600962604790115511,-14366000,-14314000,-14625068,0,0,0,1,2.301,
1000284,64,0,10364440846164972377,-14392000,-14350000,-14625068,0,0,0,1,2.422,
1000285,64,0,14141245147305915531,-14502000,-14446000,-14625068,0,0,0,1,2.28,
1000286,64,0,407934722702499804,-14294000,-14252000,-14625068,0,0,0,1,2.277,
1000287,64,0,17722325629595604409,-14382000,-14340000,-14625068,0,0,0,1,2.261,
1000288,64,0,9454729513961099480,-14520000,-14484000,-14625068,0,0,0,1,2.416,
1000289,64,0,11951148092259764367,-14352000,-14304000,-14625068,0,0,0,1,2.351,
1000290,64,0,5419510910676581582,-14354000,-14312000,-14625068,0,0,0,1,2.336,
1000291,64,0,11604857753110114263,-14384000,-14350000,-14625068,0,0,0,1,2.299,
1000292,64,0,439025763885847645,-14330000,-14280000,-14625068,0,0,0,1,2.307,
1000293,64,0,15284603256594582951,-14428000,-14372000,-14625068,0,0,0,1,2.344,
1000294,64,0,10948715597490287605,-14502000,-14452000,-14625068,0,0,0,1,2.359,
1000295,64,0,9859621560132630784,-14416000,-14380000,-14625068,0,0,0,1,2.329,
1000296,64,0,8541714420056417852,-14426000,-14396000,-14625068,0,0,0,1,2.265,
1000297,64,0,6524631745978806638,-14414000,-14384000,-14625068,0,0,0,1,2.508,
1000298,64,0,7463762313270518239,-14374000,-14328000,-14625068,0,0,0,1,2.391,
1000299,64,0,7391653844323355594,-14392000,-14364000,-14625068,0,0,0,1,2.392,
1000300,64,0,3125776576765427345,-14368000,-14334000,-14625068,0,0,0,1,2.326,
1000301,64,0,18391082138535966732,-14484000,-14426000,-14625068,0,0,0,1,2.351,
1000302,64,0,12009781336257269085,-14426000,-14378000,-14625068,0,0,0,1,2.354,
1000303,64,0,6281094361002599798,-14348000,-14306000,-14625068,0,0,0,1,2.384,
1000304,64,0,5808535104920181307,-14404000,-14362000,-14625068,0,0,0,1,2.342,
1000305,64,0,4653798364897083469,-14350000,-14310000,-14625068,0,0,0,1,2.439,
1000306,64,0,9263402170723664169,-14372000,-14322000,-14625068,0,0,0,1,2.663,
1000307,64,0,3719374350644943346,-14414000,-14378000,-14625068,0,0,0,1,2.34,
1000308,64,0,11423576248844307384,-14494000,-14458000,-14625068,0,0,0,1,2.389,
1000309,64,0,8575951154319342245,-14418000,-14364000,-14625068,0,0,0,1,2.347,
1000310,64,0,10616974556039867354,-14354000,-14318000,-14625068,0,0,0,1,2.331,
1000311,64,0,18222745739510783976,-14356000,-14300000,-14625068,0,0,0,1,2.254,
1000312,64,0,17216455178635276787,-14384000,-14330000,-14625068,0,0,0,1,2.344,
1000313,64,0,41225504560451423,-14384000,-14326000,-14625068,0,0,0,1,2.47,
1000314,64,0,8170465401282897050,-14404000,-14360000,-14625068,0,0,0,1,2.546,
